repository_relative_path,scope,git_blob_oid,sha256,artifact_class,source,source_revision,rights_evidence_reference,modifications_made_by_project,required_notices,current_tree_disposition,historical_retention_disposition,privacy_security_disposition,decision_authority_role,decision_record_id,review_date
data/metadata/ilc_ota_source_decisions_v1.csv,current_tree,fcbc492fb1aa23591f47ae10a6cce4b9c7398332,aaf147aad863b4c2255980e947d608f04347d96c6f0077e58a14c29c4dc06c34,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/ilc_ota_source_files_v1.csv,current_tree,e77ebc92d1e48eab014c9c98f08ef4ee89e28c36,b2006e17ec4ea4b9d852fc25ba96b24ec836f495e43de2ac8b0286854a1ef44e,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/ilc_ota_source_inventory_v1.csv,current_tree,c83024177dfad08525f140fa3c2d151f4d811845,97b1027430c7b7970b253b6ecc77f10f26549d5f01af17aa5cf9592a5ceb37c7,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/ilc_ota_source_review_v1.csv,current_tree,477ee49058e0b1f3f49cb6df7ba44a0e9bdf4742,f552891f82ae3775d966e25e3fd416c28c80c76ef7cc849cf4908de357eb7140,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/ilc_ota_text_units_v1.csv,current_tree,4d09684da2dcbb27cd2a8e18574768353b652a6f,f52cecfcd7387d8290e671421b354d5d1f45ab6bdf658646a0c2062cdd30d224,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_archive_inventory_v1.csv,current_tree,2c0622a52d86d036affcea22143c591fe2bfef3e,ae4d737be6721eb2b8834a712c5120c39a2f7f27bb1fb09aaac5af7353054d1f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_candidate_resolution_v1.csv,current_tree,d73325bf9d5b56cde36fcffbd8533596c933eb70,20c99fae6b35111a85a423e59370621c10344240fec1637887fe712f36d69923,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_candidate_review_v1.csv,current_tree,e88b00b9ce6a221d5524452903f04bcfb85785d9,9e357a17b13e4fb6d457616d75d7ac613999264a3393cff592a63bd28f265618,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_composition_gate_v1.csv,current_tree,86a4671755822a7bc6cd9126c47b428e9e437944,78ebf28ebf301262d80a3e3514b3b19004fe3dbe6cfaff80a435bf883419479e,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_extraction_review_v1.csv,current_tree,ca1eb12efdbf6b97c9fc6e0b80880314147b8196,69d8c4957829c55197501d30129f27aeb9190eb1c2008328e51df378229b28b5,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_inspection_sample_v1.csv,current_tree,436597b2b92de525ca0b679d8ccf4e927ebc6f7a,3d8eb04615e9282954a0fbff53c0cebe6646ee30d98605d539b4c320da44ec74,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_page_boundaries_v1.csv,current_tree,07f7319cb05eb71d6b719e6e6e9a04fb5ec4716b,da2bf6b7662231a7a334f44e24204bfcda09ab478c4ba631a93d1d6944508bbf,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_page_extraction_v1.csv,current_tree,afe4ce81e9ec0eaf2683b2d90bc0a44fcb4a4d32,0924e49573f4ae8163306ed3ce663d76b99a247e8fac9e988a4b056e79611f0e,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_page_hierarchy_v1.csv,current_tree,533334aaadc230e53ffc13c983204938d5e52f4f,d266e543833aef401421193e0d8c3480001ffbc6d13dbbe97da2845fc25428f8,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_resolved_v1_attribution.md,current_tree,c157be0cb7292fa5bd8804222204ca1e8f2bbe42,8ba42006517baca0d954db5fcb677df895162d54973cef5eea0ec1feb002f36f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_review_resolution_v1.csv,current_tree,3930a36d7ea3b66ac21cbf79d674fcd1e00346e7,9c2d5143daee426e118309f095cd38dc2cf426675b5e3151f393bf8196deb8b9,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_root_decisions_v1.csv,current_tree,0aa65f4e64a4add7dce04b79387746b876fa3313,af4cacc47dc52d4231e16fd1cefe50f6e9371c96c543ae7f6644b940e4f0e2d9,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_segment_decisions_v1.csv,current_tree,ebdd3064a71a94bc5dc84f5218aa2917cb7906af,bd86f9f43e8586133f26f0640faf19ea80b1b42e717513eb84a2a77da28b362f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_sonnet_decisions_v1.csv,current_tree,ad67d664b56380269cafd51ed36671857457f18d,a38dcd3c4e0876cc6c54339e2c6236926e2ed18aadb2251009b2b20d11992244,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_source_rights_v1.csv,current_tree,ab10e1fcb086a988b4a590466ed101143575da57,851089135fea3805c76b4a75e23b661683611f38a4be8b67950bbde620bc1eb0,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/italian_wikisource_source_scan_links_v1.csv,current_tree,6a43773d779c48e173f1a133adf206f40d4a79fb,c0d76052484b38baa247dd958babdccf5857ed758772a409d230b86dbac820ca,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_archive_inventory_v1.csv,current_tree,598e4b89b848254948ffa2483a72ddcdfe9c78c5,8b92c8cf99786f6bec86b74a23ffe718007a943536956d95b86a99203183223d,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_canonical_editions_v1.csv,current_tree,74199cbc278b13f5ecf740597c679f6700e80c96,2248d47c78a252f4e251a1d2247d9b894a4f980fd71cf6a6f8f190f90caed1bd,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_composition_gate_v1.csv,current_tree,21743e2312efda326ddf6596bdf58145bdfc7237,bca5d4fbe33622054bc67e93e0a7b58fe1d9bd5faca6cc81e79dab6452fdb9d6,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_extraction_decisions_v1.csv,current_tree,a93157d85e1817f8808392f0b5ddb9cc8a217f05,2cc4f2773087d6d60a9ea8d976445da16858617942703ef905d864f58f8ddf8f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_fulltext_probe_review_v1.csv,current_tree,2e714623b9c251fc6e9008394d0cc15e8f0a0c7c,ced2c7ceabc01a0006393fefcd555db6ab05ca17ffaada865809abe52c13f692,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_fulltext_probe_v1.csv,current_tree,4d8496b64625d5dc6a1dbe47d6840c29b617b4a7,2215ac3668a7704abc84bebc01a18f89ca262c8c9666eda343834252ae784371,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_resolved_v1_attribution.md,current_tree,e9c53ced89aee9158b98b66a7f60ad5608ac92b8,3fe27547e8335bba783c54daf18317c6c2cf215030714f6281c56792a12bf238,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_segment_decisions_v1.csv,current_tree,24524b9c700f2119f914c265eaa25f437be6f948,a3190646bdbc46a23d6e8ba2bb9b3c4d2c6e4452e5df5302e111c829f58ffd4f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_sonnet_candidates_v1.csv,current_tree,59ffa92084b297fb7c4534abbc90ce59246a4a7a,2e83e8fc980ac85c918ed2109977d56085bb8fb48c572f89b1180c24430fff21,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_sonnet_review_v1.csv,current_tree,4db7f17b8b313f7df19ea1e142158be33cc549c8,c75c351f91d20f47a5337b9f8b3e827c84a3985d2ccb8655d5fdbc08cb88483f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/liber_liber_source_rights_v1.csv,current_tree,7115475959faec70cef7a07dc8ca95be791df3d3,197215a1edf77259166c1ffd0db30a6959520e0b930477d866dc318e858d3eb6,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/medieval_gutenberg_villani_vol1_probe_report.json,current_tree,878db8dd81078ddbd741c9a30bd722710ee23986,0da7d651b070fca4fbd10998620887aa332a1373e1af5efd977ee7f23bb1ac14,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/medieval_gutenberg_villani_vol2_probe_report.json,current_tree,743a5a443fafc8ab5fd2f203583af45cc82c5197,c60610ed671df3ee71107f627ade96268f1251118554b46e80df36139b7f38e6,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/medieval_gutenberg_villani_vol3_probe_report.json,current_tree,e90959eaa7c25d7e4329921b685dc843ea46465a,c4b633e2b9c6761c82c537bd4e0884d9ee85eb624c039da9490f2c25769d9189,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/medieval_gutenberg_villani_vol4_probe_report.json,current_tree,41628262c88b011116abf4de48a83ad57b3a33b5,6464e2d5317b2dc762c90e32d3dedcb819e0e9da1b76e2757c6d23a4ce590607,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/medieval_gutenberg_villani_vol5_probe_report.json,current_tree,42da9650c7ac6b858b464b3b4bbf628ac269a944,af45373851f347d8f2e0a51c9d3d33651d049cbe2bf1f3ae375cf18172c53d34,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/minerva_7b_v7_broader_splits_v1.csv,current_tree,5610950cf4045de0d8c949d10ad1e14a1aa80afb,92e56744a0e54ce959d7f9cc347b586ab8aae84c9bb104a4c6eb08d6dc683a6f,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/minerva_7b_v7_composition_policy_v1.json,current_tree,a3555ba3f10681574c2443606c5a8df42d5399a9,7908a4ea10295a43799bea0188b12ca0c3db9cecbf46b164201f9fc864f09d00,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/minerva_7b_v7_sampling_policy_v1.json,current_tree,45b5177b20108fa48c47f8d5b0ea724c98b45860,14c3acd1e4f577fe6d1a1a0162ed72524268d9f6959d691a0580a7770b58deb5,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/minerva_7b_v7_training_data_policy_v1.json,current_tree,686d78beb3f6cf842967006f228bd084684d0042,e36fcdac0e8c2f729408eb194df8908fc133c1efa6123c4545f69220bd4ba2dc,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/metadata/paisa_attribution.md,current_tree,c844d562f1f1b1983718801836875f1ae95bb2b1,f4d06a81251ec79122eb970f4914b0875369b8bccf359e134606d4bc0d02e9e1,data_metadata_or_artifact,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
