object_id,wordpress_id,title,authors,periods,genres,languages,source_publisher,source_publication_place,source_publication_date,source_identifier,family_key,canonical_status,canonical_object_id,role,role_reason,estimated_characters,estimated_min_tokens,estimated_max_tokens,landing_page_url,xml_url
bibit000674,136272,Le lettere di Gilio de Amoruso,"Amoruso, Gilio de",400,Lettere ed epistolari,ita,Niemeyer,Tubingen,1991,IT\ICCU\MIL\0091527,amoruso gilio de::le lettere di gilio de amoruso,selected,bibit000674,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",43402,10850,14468,http://www.bibliotecaitaliana.it/scheda/bibit000674,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000674
bibit000642,136210,Volgarizzamento del Liber de doctrina loquendi et tacendi di Albertano da Brescia,Andrea da Grosseto,200,"Commenti, traduzioni e volgarizzamenti",ita,,,,,andrea da grosseto::volgarizzamento del liber de doctrina loquendi et tacendi di albertano da brescia,selected,bibit000642,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",45333,11333,15111,http://www.bibliotecaitaliana.it/scheda/bibit000642,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000642
bibit001590,138000,Lo schiavetto,"Andreini, Giovan Battista",600,Letteratura teatrale,ita,UTET,Torino,1982,IT\ICCU\RAV\0180638,andreini giovan battista::lo schiavetto,selected,bibit001590,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",127771,31942,42591,http://www.bibliotecaitaliana.it/scheda/bibit001590,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001590
bibit000021,135006,Cronica,Anonimo romano,300,Testi storici e storiografici,ita,Adelphi,Milano,[1979],IT\ICCU\RAV\0188507,anonimo romano::cronica,selected,bibit000021,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",369165,92291,123055,http://www.bibliotecaitaliana.it/scheda/bibit000021,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000021
bibit001008,136904,Educatione Christiana dei figliuoli,"Antoniano, Silvio",500,Trattati,ita,,,,,antoniano silvio::educatione christiana dei figliuoli,selected,bibit001008,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001008,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001008
bibit001664,138144,Dialogo,"Aretino, Pietro",500,Narrativa,ita,Garzanti,Milano,1984,IT\ICCU\RLZ\0230636,aretino pietro::dialogo,selected,bibit001664,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",419268,104817,139756,http://www.bibliotecaitaliana.it/scheda/bibit001664,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001664
bibit000022,135008,Lettere sull'arte,"Aretino, Pietro",500,Trattati,ita,Edizioni del Milione,Milano,1957,IT\ICCU\SBL\0524639,aretino pietro::lettere sull arte,selected,bibit000022,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000022,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000022
bibit001477,137786,Ragionamento,"Aretino, Pietro",500,Narrativa,ita,Garzanti,Milano,1984,IT\ICCU\RLZ\0230636,aretino pietro::ragionamento,selected,bibit001477,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",285811,71452,95271,http://www.bibliotecaitaliana.it/scheda/bibit001477,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001477
bibit001389,137616,Gynevera de le clare donne,"Arienti, Giovanni Sabadino degli",400,Narrativa,ita,,,,,arienti giovanni sabadino degli::gynevera de le clare donne,selected,bibit001389,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",278707,69676,92903,http://www.bibliotecaitaliana.it/scheda/bibit001389,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001389
bibit000917,136736,Novelle porretane,"Arienti, Giovanni Sabadino degli",400,Narrativa,ita,,,,IT\ICCU\MIL\0081899,arienti giovanni sabadino degli::novelle porretane,selected,bibit000917,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",278707,69676,92903,http://www.bibliotecaitaliana.it/scheda/bibit000917,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000917
bibit000027,135018,Cassaria,"Ariosto, Ludovico",500,Letteratura teatrale,ita,R. Ricciardi,Milano [ecc.],1954,IT\ICCU\RAV\0121037,ariosto ludovico::cassaria,selected,bibit000027,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000027,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000027
bibit000424,135790,Erbolato,"Ariosto, Ludovico",500,Trattati,ita,A. Mondadori,Milano,1984,IT\ICCU\CFI\0074284,ariosto ludovico::erbolato,selected,bibit000424,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000424,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000424
bibit000100,135162,Gride fatte pubblicare da Lodovico Ariosto ducale commissario generale in Garfagnana,"Ariosto, Ludovico",500,Documenti,ita,A. Mondadori,Milano,1984,IT\ICCU\CFI\0074284,ariosto ludovico::gride fatte pubblicare da lodovico ariosto ducale commissario generale in garfagnana,selected,bibit000100,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit000100,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000100
bibit001048,136980,I Studenti,"Ariosto, Ludovico",500,Letteratura teatrale,ita,Mondadori,Milano,1974,IT\ICCU\VIA\0052154,ariosto ludovico::i studenti,selected,bibit001048,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit001048,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001048
bibit000023,135010,I suppositi,"Ariosto, Ludovico",500,Letteratura teatrale,ita,R. Ricciardi,Milano [ecc.],1954,IT\ICCU\RAV\0121037,ariosto ludovico::i suppositi,selected,bibit000023,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000023,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000023
bibit000570,136068,Il Negromante,"Ariosto, Ludovico",500,Letteratura teatrale,ita,Mondadori,Milano,1974,IT\ICCU\VIA\0052154,ariosto ludovico::il negromante,selected,bibit000570,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",89411,22352,29804,http://www.bibliotecaitaliana.it/scheda/bibit000570,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000570
bibit001397,137632,Il conto de' contadini,"Ariosto, Ludovico",500,Documenti,ita,Mondadori,Milano,1984,IT\ICCU\CFI\0074284,ariosto ludovico::il conto de contadini,selected,bibit001397,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit001397,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001397
bibit000819,136548,La Cassaria (red. in versi),"Ariosto, Ludovico",500,Letteratura teatrale,ita,Mondadori,Milano,1974,IT\ICCU\VIA\0052154,ariosto ludovico::la cassaria red in versi,selected,bibit000819,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000819,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000819
bibit000732,136380,La Lena,"Ariosto, Ludovico",500,Letteratura teatrale,ita,Mondadori,Milano,1974,IT\ICCU\VIA\0052154,ariosto ludovico::la lena,selected,bibit000732,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000732,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000732
bibit001276,137408,Lettere,"Ariosto, Ludovico",500,Lettere ed epistolari,ita,Mondadori,Milano,1984,IT\ICCU\CFI\0074284,ariosto ludovico::lettere,selected,bibit001276,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1195153,298788,398385,http://www.bibliotecaitaliana.it/scheda/bibit001276,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001276
bibit000248,135452,Libro de M. Ludovico Ariosto commissario in Garfagnana dato a' dì 26 de zenaro 1526,"Ariosto, Ludovico",500,Documenti,ita,A. Mondadori,Milano,1984,IT\ICCU\CFI\0074284,ariosto ludovico::libro de m ludovico ariosto commissario in garfagnana dato a di 26 de zenaro 1526,selected,bibit000248,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit000248,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000248
bibit001106,137090,Robe serrate in guardaroba,"Ariosto, Ludovico",500,Lettere ed epistolari,ita,Mondadori,Milano,1984,IT\ICCU\CFI\0074284,ariosto ludovico::robe serrate in guardaroba,selected,bibit001106,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1195153,298788,398385,http://www.bibliotecaitaliana.it/scheda/bibit001106,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001106
bibit000945,136788,Relazione di Spagna (1578),"Badoer, Alberto",500,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,badoer alberto::relazione di spagna 1578,selected,bibit000945,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit000945,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000945
bibit000694,136310,Relazione di Francia di Angelo Badoer (1603-1605),"Badoer, Angelo",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,badoer angelo::relazione di francia di angelo badoer 1603 1605,selected,bibit000694,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000694,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000694
bibit001442,137720,Relazione di Spagna (1557),"Badoer, Federico",500,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,badoer federico::relazione di spagna 1557,selected,bibit001442,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",279819,69954,93273,http://www.bibliotecaitaliana.it/scheda/bibit001442,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001442
bibit000031,135026,Della Eloquenza,"Barbaro, Daniele Matteo Alvise",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,barbaro daniele matteo alvise::della eloquenza,selected,bibit000031,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000031,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000031
bibit001439,137714,Prudentissimi et gravi documenti circa l'elettion della moglie,"Barbaro, Francesco",400,Trattati,ita,,,,,barbaro francesco::prudentissimi et gravi documenti circa l elettion della moglie,selected,bibit001439,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",169868,42467,56623,http://www.bibliotecaitaliana.it/scheda/bibit001439,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001439
bibit001564,137952,L'inavertito,"Barbieri, Nicolò",600,Letteratura teatrale,ita,UTET,Torino,1982,IT\ICCU\RAV\0180638,barbieri nicolo::l inavertito,selected,bibit001564,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",127771,31942,42591,http://www.bibliotecaitaliana.it/scheda/bibit001564,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001564
bibit000651,136228,Epistolario,Barnaba di Nanni di Barnaba,400,Lettere ed epistolari,ita,Il Vespro,Palermo,1979,IT\ICCU\UFI\0019996,barnaba di nanni di barnaba::epistolario,selected,bibit000651,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",22567,5641,7523,http://www.bibliotecaitaliana.it/scheda/bibit000651,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000651
bibit000210,135378,Lo Inferno della Commedia di Dante Alighieri col comento di Guiniforto delli Bargigi,"Barzizza, Guiniforte",400,"Commenti, traduzioni e volgarizzamenti",ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,barzizza guiniforte::lo inferno della commedia di dante alighieri col comento di guiniforto delli bargigi,selected,bibit000210,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1250647,312661,416883,http://www.bibliotecaitaliana.it/scheda/bibit000210,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000210
bibit001700,138210,Le Muse napolitane,"Basile, Giovan Battista",600,Narrativa,ita,Laterza,Roma; Bari,1976,IT\ICCU\SBL\0592577,basile giovan battista::le muse napolitane,selected,bibit001700,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",122770,30692,40924,http://www.bibliotecaitaliana.it/scheda/bibit001700,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001700
bibit001028,136944,Lettere,"Basile, Giovan Battista",500,Lettere ed epistolari,ita,Laterza,Roma; Bari,1976,IT\ICCU\SBL\0592577,basile giovan battista::lettere,selected,bibit001028,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1195153,298788,398385,http://www.bibliotecaitaliana.it/scheda/bibit001028,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001028
bibit000652,136230,Lo cunto de li cunti,"Basile, Giovan Battista",500,Narrativa,ita,Garzanti,Milano,1995,IT\ICCU\UM1\0042211,basile giovan battista::lo cunto de li cunti,selected,bibit000652,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",285811,71452,95271,http://www.bibliotecaitaliana.it/scheda/bibit000652,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000652
bibit000701,136322,Il sacrificio (1555),"Beccari, Agostino",500,Letteratura teatrale,ita,per Francesco di Rossi da Valenza,In Ferrara,1555,IT\ICCU\CNCE\004690,beccari agostino::il sacrificio 1555,selected,bibit000701,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000701,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000701
bibit000461,135860,Il sacrificio (1587),"Beccari, Agostino",500,Letteratura teatrale,ita,RES,Torino,1999,IT\ICCU\PUV\0500708,beccari agostino::il sacrificio 1587,selected,bibit000461,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000461,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000461
bibit001013,136914,Egloga ovvero Pasturale,"Bellincioni, Bernardo",400,Letteratura teatrale,ita,UTET,Torino,1983,IT\ICCU\SBL\0620688,bellincioni bernardo::egloga ovvero pasturale,selected,bibit001013,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",24793,6198,8265,http://www.bibliotecaitaliana.it/scheda/bibit001013,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001013
